porB,tbpB,ST
4024,24,6791
4025,241,6792
4026,110,6793
4027,29,6794
4030,10,6795
4031,110,6796
4032,10,6797
4033,110,6798
4034,21,6799
4035,110,6800
4036,10,6801
4037,241,6802
4038,241,6803
4039,10,6804
4040,10,6805
4041,241,6806
4044,27,6807
4045,110,6808
4046,10,6809
4047,521,6810
4048,241,6811
4071,29,6812
4072,110,6813
4073,121,6814
4074,92,6815
1903,1309,6816
516,1310,6817
3068,4,6818
4075,27,6819
4076,899,6820
3623,136,6821
4077,1096,6822
1053,1311,6823
1053,677,6824
4078,738,6825
4079,10,6826
4080,110,6827
4081,137,6828
4082,1312,6829
91,612,6830
61,29,6831
4083,4,6832
1059,110,6833
4084,110,6834
4085,29,6835
4086,107,6836
7,1314,6837
4087,10,6838
4088,29,6839
4089,4,6840
1284,32,6841
1465,4,6842
4090,1316,6843
3647,616,6844
2813,1317,6845
883,1319,6846
883,49,6847
3647,612,6848
4093,241,6849
1938,612,6850
123,1324,6851
4113,29,6852
4114,29,6853
4091,33,6854
4115,29,6855
4116,110,6856
4118,10,6857
90,956,6858
316,1327,6859
206,1328,6860
4094,324,6861
4095,29,6862
2280,1329,6863
4096,1330,6864
407,1331,6865
2354,4,6866
1489,1333,6867
4119,29,6868
4120,98,6869
4121,10,6870
406,939,6871
251,167,6872
1845,712,6873
123,1326,6874
454,563,6875
4101,1330,6876
4097,4,6877
4098,349,6878
4099,349,6879
262,1332,6880
263,583,6881
4,28,6882
4100,294,6883
702,355,6884
4103,33,6885
4104,1334,6886
4105,736,6887
4106,349,6888
4107,110,6889
1582,28,6890
4108,1330,6891
4109,23,6892
242,28,6893
4110,33,6894
4111,21,6895
4112,27,6896
697,98,6897
193,27,6898
4117,110,6899
908,1168,6900
4007,1103,6901
3740,137,6902
908,32,6903
4122,110,6904
3737,29,6905
3739,110,6906
59,22,6907
1447,1335,6908
206,1336,6909
4125,10,6910
4126,10,6911
279,263,6912
2573,32,6913
4132,110,6914
4133,110,6915
1447,110,6916
4134,1313,6917
4135,1062,6918
4136,25,6919
4137,43,6920
4019,27,6921
2777,49,6922
4139,5,6923
123,1325,6924
4123,110,6925
4124,372,6926
4128,21,6927
4129,4,6928
4130,137,6929
4131,33,6930
851,1007,6931
1050,334,6932
103,1341,6933
4138,1342,6934
4140,278,6935
4141,25,6936
4104,1329,6937
407,1343,6938
4101,1334,6939
4143,29,6940
4144,186,6941
4145,1330,6942
4146,1344,6943
4147,1329,6944
147,1345,6945
4148,29,6946
4146,1329,6947
161,1346,6948
4149,1329,6949
4150,1341,6950
4151,118,6951
908,118,6952
4152,321,6953
2312,1347,6954
4153,29,6955
488,1348,6956
4154,137,6957
997,1349,6958
4155,4,6959
4156,110,6960
4157,137,6961
4158,1003,6962
1808,1350,6963
4159,118,6964
4160,137,6965
247,10,6966
4161,27,6967
4162,1189,6968
4163,110,6969
4164,110,6970
4165,110,6971
4166,27,6972
4167,110,6973
908,137,6974
4168,10,6975
997,1351,6976
4169,110,6977
4170,110,6978
4171,110,6979
4172,29,6980
1050,563,6981
4173,118,6982
4191,71,6983
4192,33,6984
4193,294,6985
4194,21,6986
4195,1308,6987
4196,870,6988
4197,1357,6989
4198,1358,6990
4199,135,6991
1042,1356,6992
4200,1359,6993
4183,29,6994
4201,1003,6995
4202,110,6996
4203,137,6997
4204,1360,6998
4205,118,6999
4205,110,7000
4206,110,7001
4207,10,7002
4208,113,7003
4209,110,7004
4210,4,7005
2505,29,7006
4211,241,7007
4212,278,7008
4213,10,7009
4214,241,7010
4215,276,7011
1733,110,7012
4216,1361,7013
4217,1361,7014
206,1362,7015
4218,10,7016
2542,353,7017
583,29,7018
2043,29,7019
4220,29,7020
4219,241,7021
4221,113,7022
4222,21,7023
4223,29,7024
4224,10,7025
4242,29,7026
4243,113,7027
4225,110,7028
1972,4,7029
4226,21,7030
4244,241,7031
206,1363,7032
2505,110,7033
4227,10,7034
4228,10,7035
4229,10,7036
4230,241,7037
4231,241,7038
2481,873,7039
4232,241,7040
4233,10,7041
4234,241,7042
4235,1364,7043
4236,10,7044
4237,110,7045
4238,10,7046
4239,241,7047
4240,1365,7048
4241,10,7049
4245,110,7050
4246,1366,7051
4247,507,7052
4246,1003,7053
4248,110,7054
4249,1003,7055
4250,21,7056
4251,4,7057
4252,1367,7058
4151,10,7059
4253,27,7060
4254,4,7061
4255,1106,7062
50,1368,7063
4256,629,7064
4257,294,7065
1445,483,7066
4025,33,7067
581,811,7068
3989,21,7069
4258,234,7070
4260,563,7071
4259,10,7072
2175,1314,7073
4261,110,7074
4262,1369,7075
4004,156,7076
1248,156,7077
256,75,7078
1289,33,7079
391,135,7080
2184,33,7081
1123,29,7082
1304,119,7083
555,908,7084
4174,156,7085
90,545,7086
1273,857,7087
4175,444,7088
4176,135,7089
1132,110,7090
2978,1352,7091
4177,33,7092
4178,137,7093
4179,446,7094
90,1353,7095
4180,33,7096
4181,1354,7097
4182,33,7098
4184,75,7099
10,1165,7100
609,367,7101
4185,1355,7102
4186,186,7103
90,1355,7104
4187,1356,7105
1123,446,7106
4186,33,7107
2103,1308,7108
4188,33,7109
4189,186,7110
4190,759,7111
1232,367,7112
4265,1338,7113
2674,1339,7114
4263,2,7115
4264,25,7116
206,76,7117
265,454,7118
265,1337,7119
4011,1340,7120
4127,110,7121
4276,32,7122
4277,29,7123
4278,1370,7124
4142,26,7125
147,349,7126
4267,33,7127
123,1007,7128
4268,19,7129
90,1371,7130
4269,137,7131
4270,129,7132
130,75,7133
4271,386,7134
4272,1372,7135
4273,27,7136
4274,1329,7137
4275,1373,7138
1498,137,7139
1132,597,7140
1706,234,7141
866,29,7142
686,865,7143
866,107,7144
182,137,7145
1132,107,7146
90,949,7147
182,234,7148
1582,865,7149
1145,33,7150
2261,4,7151
1582,949,7152
242,156,7153
3099,156,7154
3522,29,7155
4279,29,7156
2,1374,7157
2899,86,7158
1245,18,7159
4280,49,7160
4281,1375,7161
4282,110,7162
4283,208,7163
4287,29,7164
4288,29,7165
4289,29,7166
4296,33,7167
4284,1376,7168
4285,294,7169
488,1377,7170
4286,28,7171
14,74,7172
4290,903,7173
4291,135,7174
4292,35,7175
4293,33,7176
402,58,7177
4294,6,7178
4112,1284,7179
4295,108,7180
4098,1329,7181
4297,33,7182
812,1378,7183
4298,21,7184
997,1379,7185
4299,98,7186
4300,110,7187
103,835,7188
4301,1178,7189
4302,1334,7190
4303,110,7191
90,138,7192
4305,145,7193
4306,241,7194
4307,29,7195
596,70,7196
14,137,7197
4308,110,7198
4309,29,7199
7,986,7200
1914,15,7201
921,1380,7202
3347,1381,7203
4304,29,7204
4310,4,7205
4311,29,7206
4101,1382,7207
3652,92,7208
4101,1329,7209
289,19,7210
4312,1329,7211
4101,29,7212
4313,29,7213
3997,137,7214
4314,186,7215
4315,738,7216
301,1383,7217
3479,1384,7218
4319,334,7219
1903,1190,7220
4320,563,7221
3383,1387,7222
1143,4,7223
4325,29,7224
565,32,7225
4321,110,7226
4324,110,7227
65,1103,7228
1135,1091,7229
1417,1103,7230
1914,1389,7231
1489,1388,7232
4322,1000,7233
4323,39,7234
908,1180,7235
65,118,7236
851,21,7237
922,1390,7238
4326,110,7239
4327,110,7240
4328,110,7241
4329,110,7242
147,208,7243
1294,29,7244
4330,110,7245
1534,1391,7246
4331,137,7247
1808,1365,7248
4332,29,7249
526,29,7250
4333,29,7251
4334,96,7252
167,4,7253
4347,110,7254
4350,29,7255
4351,29,7256
4342,293,7257
4343,135,7258
2,1392,7259
4344,39,7260
4346,16,7261
4335,1393,7262
4263,1394,7263
4337,1332,7264
4338,33,7265
4339,29,7266
4101,1395,7267
4340,18,7268
2764,33,7269
4341,1329,7270
4354,29,7271
4355,137,7272
4356,4,7273
4357,4,7274
4358,1260,7275
4359,75,7276
1674,321,7277
4360,6,7278
4361,4,7279
242,279,7280
4362,4,7281
4364,189,7282
738,1396,7283
4364,6,7284
4366,4,7285
90,961,7286
4367,6,7287
139,189,7288
1259,33,7289
2613,35,7290
4368,629,7291
738,29,7292
1640,6,7293
1640,4,7294
91,1397,7295
4369,32,7296
4370,74,7297
4371,330,7298
4387,21,7299
4372,27,7300
23,4,7301
4373,21,7302
4374,33,7303
4375,328,7304
4376,21,7305
4377,21,7306
4378,33,7307
4379,470,7308
4380,455,7309
4381,21,7310
4382,107,7311
4383,1398,7312
4384,566,7313
4385,1399,7314
4386,455,7315
4388,871,7316
4403,241,7317
4404,29,7318
4405,119,7319
4406,119,7320
3989,278,7321
4407,278,7322
4408,241,7323
4409,241,7324
389,33,7325
4409,156,7326
4410,10,7327
4403,110,7328
4411,529,7329
4412,10,7330
822,241,7331
3755,27,7332
1059,1403,7333
1397,110,7334
4389,129,7335
4101,1284,7336
4390,33,7337
3402,129,7338
4391,272,7339
591,4,7340
4392,1404,7341
4393,5,7342
4394,1330,7343
4395,399,7344
4396,563,7345
402,60,7346
4397,29,7347
4398,21,7348
4399,1405,7349
2759,92,7350
4400,1331,7351
4099,1331,7352
2656,29,7353
4401,33,7354
4402,3,7355
4413,110,7356
4414,10,7357
4415,110,7358
4416,10,7359
4417,21,7360
2468,1402,7361
4418,10,7362
4419,241,7363
4420,4,7364
4421,27,7365
4422,3,7366
4423,1401,7367
4424,241,7368
4425,241,7369
4426,110,7370
4427,27,7371
2476,241,7372
4428,27,7373
4429,10,7374
90,1400,7375
4430,10,7376
4431,10,7377
3003,21,7378
4432,21,7379
4433,10,7380
4435,27,7381
4436,10,7382
4437,241,7383
4438,1307,7384
4439,1307,7385
396,16,7386
4349,110,7387
4348,29,7388
4445,24,7389
1,1406,7390
4345,110,7391
4451,29,7392
4431,110,7393
4029,110,7394
4434,110,7395
4452,10,7396
4453,10,7397
4454,110,7398
4455,241,7399
4456,241,7400
4054,1407,7401
4457,10,7402
4458,10,7403
4459,10,7404
4460,10,7405
147,1408,7406
4441,295,7407
90,1409,7408
3409,29,7409
4101,1410,7410
4442,953,7411
2425,1411,7412
4443,349,7413
4444,1412,7414
4446,29,7415
4447,21,7416
4448,98,7417
4449,98,7418
316,27,7419
4461,110,7420
4389,165,7421
106,21,7422
4462,29,7423
2786,118,7424
2788,1194,7425
4463,174,7426
37,963,7427
4464,4,7428
1257,4,7429
4465,4,7430
4466,585,7431
4467,4,7432
4468,32,7433
4469,189,7434
4470,4,7435
2037,963,7436
4440,563,7437
4496,33,7438
4499,3,7439
28,33,7440
4497,4,7441
4498,3,7442
4500,25,7443
4501,4,7444
28,24,7445
4503,35,7446
28,28,7447
705,33,7448
4505,4,7449
803,27,7450
4507,27,7451
4508,4,7452
878,124,7453
554,29,7454
4509,25,7455
4510,28,7456
50,35,7457
126,25,7458
343,4,7459
542,32,7460
803,76,7461
2735,25,7462
1586,29,7463
1895,28,7464
4513,25,7465
4515,894,7466
19,281,7467
19,27,7468
1135,4,7469
603,782,7470
908,386,7471
1895,894,7472
4516,25,7473
4517,281,7474
14,135,7475
232,1414,7476
37,1415,7477
37,1416,7478
242,1417,7479
4518,118,7480
4519,6,7481
4519,27,7482
4462,1418,7483
1515,1419,7484
4520,27,7485
383,1420,7486
26,131,7487
4521,174,7488
4522,24,7489
3865,10,7490
1743,21,7491
917,21,7492
2481,241,7493
917,241,7494
3841,29,7495
4471,4,7496
4495,32,7497
4472,1413,7498
4473,1413,7499
4474,21,7500
4475,110,7501
4476,21,7502
4477,10,7503
4478,267,7504
4480,5,7505
4481,21,7506
4482,241,7507
4483,33,7508
4484,21,7509
4486,21,7510
4485,5,7511
4487,110,7512
4488,10,7513
4488,21,7514
4489,10,7515
3947,33,7516
4490,21,7517
4491,26,7518
4492,33,7519
4493,21,7520
4494,1180,7521
3890,110,7522
3935,120,7523
3935,110,7524
3940,110,7525
4523,241,7526
1781,529,7527
916,10,7528
2468,10,7529
4526,10,7530
4527,241,7531
4423,25,7532
4525,110,7533
4528,27,7534
59,1422,7535
4502,1423,7536
4506,4,7537
14,1424,7538
14,1425,7539
59,1426,7540
59,1427,7541
455,1428,7542
4,1422,7543
4504,1422,7544
4504,4,7545
14,1422,7546
4529,33,7547
4530,21,7548
2,1421,7549
4531,1161,7550
1259,168,7551
1199,470,7552
4532,10,7553
4539,10,7554
1053,29,7555
3099,4,7556
4541,110,7557
4542,110,7558
4543,21,7559
4544,110,7560
4340,81,7561
4340,1429,7562
454,1057,7563
4546,18,7564
4547,1430,7565
1900,1431,7566
4548,110,7567
4549,28,7568
4551,4,7569
1808,743,7570
2763,29,7571
4550,743,7572
300,29,7573
908,563,7574
4552,208,7575
1388,29,7576
30,1432,7577
4553,24,7578
2805,25,7579
2836,182,7580
4162,620,7581
4554,58,7582
4555,4,7583
4556,1433,7584
4557,29,7585
4558,5,7586
4559,33,7587
4560,29,7588
4545,1057,7589
4561,29,7590
4562,4,7591
1142,29,7592
1615,743,7593
586,3,7594
4563,454,7595
1142,9,7596
4564,4,7597
4565,1434,7598
4566,33,7599
209,743,7600
4567,782,7601
4568,29,7602
19,224,7603
4569,367,7604
4570,27,7605
4574,894,7606
4572,33,7607
3684,29,7608
4573,892,7609
2708,208,7610
4574,4,7611
4575,743,7612
4576,29,7613
4553,208,7614
4577,28,7615
4578,29,7616
4579,29,7617
4580,33,7618
4581,27,7619
4582,33,7620
289,27,7621
4583,29,7622
4584,25,7623
4585,35,7624
4586,29,7625
289,47,7626
4587,29,7627
3068,263,7628
1142,1435,7629
4588,35,7630
260,208,7631
4589,29,7632
4590,1436,7633
28,263,7634
4591,29,7635
4592,29,7636
4593,29,7637
536,894,7638
3408,27,7639
908,1437,7640
4594,26,7641
4595,33,7642
4596,495,7643
4597,21,7644
4598,110,7645
4545,18,7646
4599,110,7647
4533,1440,7648
4600,6,7649
4601,29,7650
263,29,7651
343,85,7652
4602,10,7653
1808,86,7654
4603,29,7655
4604,1441,7656
4534,1329,7657
123,197,7658
4099,1406,7659
4536,197,7660
4537,1334,7661
4538,29,7662
4104,1343,7663
147,1443,7664
147,1329,7665
4394,1439,7666
4540,869,7667
4605,4,7668
4606,29,7669
4607,26,7670
4101,1438,7671
4608,349,7672
4609,334,7673
2777,29,7674
4610,951,7675
1222,6,7676
4611,1178,7677
4101,1442,7678
4450,186,7679
103,1444,7680
4615,29,7681
4616,316,7682
4617,21,7683
4618,21,7684
4619,33,7685
4620,21,7686
90,620,7687
23,21,7688
1146,21,7689
4383,33,7690
4621,294,7691
4622,33,7692
4623,455,7693
30,208,7694
3263,743,7695
39,1445,7696
4624,1446,7697
4625,29,7698
4626,197,7699
4627,372,7700
4628,1330,7701
1222,356,7702
124,1447,7703
103,1448,7704
4101,349,7705
4536,1449,7706
4536,29,7707
4631,1450,7708
697,835,7709
4632,4,7710
4633,1332,7711
4634,1440,7712
407,1334,7713
4635,110,7714
997,1105,7715
4636,33,7716
4637,29,7717
4637,1002,7718
4638,865,7719
182,1452,7720
4638,1453,7721
4640,4,7722
4654,1452,7723
4645,949,7724
4637,107,7725
1991,1451,7726
4643,1452,7727
4641,29,7728
4642,234,7729
1275,1452,7730
4643,597,7731
953,1454,7732
4646,33,7733
4644,4,7734
251,1451,7735
4638,107,7736
4648,156,7737
4648,33,7738
90,1453,7739
4650,33,7740
4637,156,7741
4639,33,7742
4649,446,7743
4651,234,7744
4647,234,7745
4641,156,7746
4652,33,7747
4653,29,7748
4655,29,7749
4656,1455,7750
4657,1456,7751
4658,29,7752
4659,4,7753
2941,430,7754
4660,29,7755
4661,1334,7756
4662,1098,7757
4663,29,7758
4664,349,7759
581,1457,7760
4665,186,7761
4667,49,7762
4668,33,7763
3048,125,7764
4104,29,7765
4669,1458,7766
407,1284,7767
4670,1178,7768
4671,1459,7769
4672,1460,7770
4673,29,7771
4666,1461,7772
4679,29,7773
1403,1462,7774
3114,294,7775
1775,29,7776
2415,149,7777
4149,1463,7778
96,1464,7779
85,39,7780
4674,24,7781
54,149,7782
4675,137,7783
4676,33,7784
4677,60,7785
4678,33,7786
4680,110,7787
741,563,7788
4681,110,7789
4682,29,7790
4683,10,7791
4684,10,7792
4685,10,7793
4686,156,7794
1534,1465,7795
407,1466,7796
4687,2,7797
4688,98,7798
4112,1460,7799
61,1467,7800
4689,1329,7801
997,1468,7802
161,349,7803
1294,137,7804
4270,66,7805
4035,10,7806
147,1469,7807
4313,1329,7808
4690,241,7809
4691,29,7810
4692,29,7811
4101,1344,7812
4693,61,7813
4392,1440,7814
14,28,7815
4612,1329,7816
4613,1329,7817
103,350,7818
4614,1332,7819
95,349,7820
1457,4,7821
787,33,7822
263,1470,7823
4694,110,7824
4695,49,7825
4352,16,7826
3131,60,7827
4353,110,7828
2649,1166,7829
2654,110,7830
279,29,7831
4724,29,7832
4696,75,7833
3,825,7834
4300,1185,7835
4316,1385,7836
315,1386,7837
4317,156,7838
4318,484,7839
301,1471,7840
4697,75,7841
4698,129,7842
206,234,7843
4699,33,7844
4700,33,7845
1193,752,7846
4701,156,7847
997,33,7848
908,1472,7849
4702,29,7850
223,10,7851
4703,597,7852
4704,156,7853
4705,186,7854
4706,98,7855
182,1473,7856
3479,1474,7857
4708,186,7858
4709,484,7859
3027,825,7860
4710,98,7861
4711,29,7862
4712,825,7863
4713,186,7864
4714,33,7865
1585,1302,7866
4715,953,7867
4716,33,7868
4717,137,7869
256,287,7870
1198,4,7871
4718,137,7872
3457,29,7873
4719,33,7874
908,186,7875
4720,75,7876
4130,33,7877
4722,186,7878
1854,484,7879
4723,484,7880
4182,870,7881
182,330,7882
91,280,7883
206,643,7884
206,280,7885
2411,33,7886
1706,33,7887
2396,586,7888
1131,280,7889
918,280,7890
14,280,7891
2413,330,7892
1470,280,7893
1146,33,7894
2035,280,7895
206,330,7896
918,665,7897
2192,33,7898
2403,280,7899
2404,495,7900
1391,280,7901
1643,92,7902
488,66,7903
1941,677,7904
2411,812,7905
104,264,7906
1610,200,7907
161,72,7908
826,33,7909
2403,445,7910
10,330,7911
1368,280,7912
206,304,7913
2405,21,7914
1002,455,7915
1854,62,7916
1442,280,7917
1049,280,7918
543,801,7919
1118,280,7920
2403,455,7921
90,70,7922
315,455,7923
23,455,7924
104,330,7925
743,21,7926
609,455,7927
1049,21,7928
1992,33,7929
995,214,7930
1131,33,7931
2096,4,7932
2139,4,7933
2053,129,7934
147,455,7935
369,33,7936
428,455,7937
2700,19,7938
4725,137,7939
4259,507,7940
4726,495,7941
2661,60,7942
4727,110,7943
4728,49,7944
4729,110,7945
4753,29,7946
2835,35,7947
2960,894,7948
4754,16,7949
90,263,7950
4755,929,7951
161,1476,7952
2700,782,7953
4756,743,7954
3104,1475,7955
4546,1434,7956
4730,4,7957
2600,29,7958
4731,29,7959
262,24,7960
3,263,7961
865,16,7962
4757,29,7963
4734,171,7964
4735,5,7965
4736,33,7966
4737,29,7967
4738,35,7968
4740,33,7969
4742,620,7970
4743,33,7971
4744,25,7972
3003,29,7973
4741,563,7974
4739,29,7975
1808,1478,7976
4746,33,7977
4748,24,7978
4749,29,7979
260,1478,7980
4750,1105,7981
4751,894,7982
4759,16,7983
4760,1388,7984
4760,563,7985
4700,4,7986
2329,135,7987
4761,563,7988
4762,137,7989
4763,27,7990
4764,29,7991
4765,16,7992
4766,29,7993
4767,29,7994
15,29,7995
4768,25,7996
4769,349,7997
4770,29,7998
4771,1330,7999
1291,96,8000
1403,92,8001
4774,21,8002
4656,1334,8003
4101,1480,8004
4775,1166,8005
1050,21,8006
4776,16,8007
4777,18,8008
4,39,8009
279,110,8010
760,110,8011
224,135,8012
2654,137,8013
185,316,8014
4778,29,8015
28,137,8016
4779,29,8017
820,92,8018
4780,70,8019
4781,918,8020
4689,1330,8021
4782,1481,8022
4631,1482,8023
912,263,8024
4783,33,8025
402,884,8026
4784,66,8027
4785,21,8028
39,110,8029
4786,563,8030
4787,4,8031
4669,110,8032
4788,4,8033
4789,4,8034
4790,29,8035
4791,110,8036
4792,1483,8037
4112,835,8038
4793,1161,8039
4794,136,8040
2125,21,8041
4795,33,8042
206,455,8043
3,21,8044
4796,4,8045
4797,21,8046
4798,1484,8047
4799,21,8048
4800,1485,8049
4700,21,8050
543,512,8051
4801,21,8052
1389,29,8053
2923,1486,8054
4802,1334,8055
4803,29,8056
407,1487,8057
90,884,8058
4803,33,8059
4805,137,8060
4806,29,8061
4807,1178,8062
147,29,8063
2811,1488,8064
96,1178,8065
4533,1329,8066
1222,1478,8067
96,1488,8068
95,879,8069
1403,1489,8070
4808,26,8071
4809,334,8072
407,1447,8073
4810,21,8074
4811,10,8075
4812,1490,8076
4813,10,8077
2019,1237,8078
4490,10,8079
4814,10,8080
4815,10,8081
4816,1491,8082
4817,135,8083
4,181,8084
2,63,8085
2,1492,8086
4818,29,8087
448,76,8088
4820,21,8089
4821,29,8090
4822,4,8091
4823,4,8092
4824,29,8093
4825,110,8094
4826,110,8095
4827,110,8096
3190,29,8097
2001,175,8098
1573,118,8099
549,6,8100
1383,291,8101
242,732,8102
242,738,8103
301,118,8104
251,118,8105
266,144,8106
4471,189,8107
1643,189,8108
3225,118,8109
4828,16,8110
908,970,8111
4830,227,8112
4831,898,8113
1164,39,8114
3942,563,8115
123,1493,8116
4832,33,8117
61,824,8118
4833,4,8119
4834,33,8120
488,1494,8121
90,1495,8122
201,1496,8123
4835,32,8124
4836,135,8125
908,6,8126
1028,29,8127
4819,39,8128
4838,110,8129
581,276,8130
581,278,8131
175,10,8132
4839,110,8133
2147,26,8134
2426,563,8135
4840,1058,8136
4841,1058,8137
700,324,8138
4842,294,8139
4843,10,8140
4844,10,8141
4852,26,8142
4855,27,8143
4856,33,8144
65,27,8145
4845,60,8146
4837,1500,8147
4863,27,8148
4850,39,8149
1386,16,8150
4851,33,8151
4853,39,8152
4854,563,8153
1808,1501,8154
4887,21,8155
4888,33,8156
